Code,Description,Level,MasterFormat Keywords,MasterFormat Keywords 2,Project Elements Data,MasterFormat Keywords 3,MasterFormat Keywords 4
27 34 13,Toll Fraud Equipment and Software,4,,Unnamed record,,,Unnamed record
27 34 16,Telemanagement Software,4,,Unnamed record,,,Unnamed record
27 35 00,Call Management,3,,Unnamed record,,,Unnamed record
27 35 13,Digital Voice Announcers,4,,Unnamed record,,,Unnamed record
27 35 16,Automatic Call Distributors,4,,Unnamed record,,,Unnamed record
27 35 19,Call Status and Management Displays,4,,Unnamed record,,,Unnamed record
27 35 23,Dedicated 911 Systems,4,,Unnamed record,,,Unnamed record
27 40 00,Audio-Video Communications,3,,Unnamed record,,,Unnamed record
27 41 00,Audio-Video Systems,3,,Unnamed record,,,Unnamed record
27 41 13,Architecturally Integrated Audio-Video Equipment,4,,Unnamed record,,,Unnamed record
27 41 16,Integrated Audio-Video Systems and Equipment,4,,Unnamed record,,,Unnamed record
27 41 16.25,Integrated Audio-Video Systems and Equipment for Restaurants and Bars,5,,Unnamed record,,,Unnamed record
27 41 16.28,Integrated Audio-Video Systems and Equipment for Conference Rooms,5,,Unnamed record,,,Unnamed record
27 41 16.29,Integrated Audio-Video Systems and Equipment for Board Rooms,5,,Unnamed record,,,Unnamed record
27 41 16.51,Integrated Audio-Video Systems and Equipment for Classrooms,5,,Unnamed record,,,Unnamed record
27 41 16.52,Integrated Audio-Video Systems and Equipment for Religious Facilities,5,,Unnamed record,,,Unnamed record
27 41 16.61,Integrated Audio-Video Systems and Equipment for Theaters,5,,Unnamed record,,,Unnamed record
27 41 16.62,Integrated Audio-Video Systems and Equipment for Auditoriums,5,,Unnamed record,,,Unnamed record
27 41 16.63,Integrated Audio-Video Systems and Equipment for Stadiums and Arenas,5,,Unnamed record,,,Unnamed record
27 41 19,Portable Audio-Video Equipment,4,,Unnamed record,,,Unnamed record
27 41 23,Audio-Video Accessories,4,,Unnamed record,,,Unnamed record
27 41 33,Master Antenna Television Systems,4,,Unnamed record,,,Unnamed record
27 41 43,Audio-Video Conferencing,4,,Unnamed record,,,Unnamed record
27 42 00,Electronic Digital Systems,3,,Unnamed record,,,Unnamed record
27 42 13,Point of Sale Systems,4,,Unnamed record,,,Unnamed record
27 42 16,Transportation Information Display Systems,4,,Unnamed record,,,Unnamed record
27 42 19,Public Information Systems,4,,Unnamed record,,,Unnamed record
27 50 00,Distributed Communications and Monitoring Systems,3,,Unnamed record,,,Unnamed record
27 51 00,Distributed Audio-Video Communications Systems,3,,Unnamed record,,,Unnamed record
27 51 13,Paging Systems,4,,Unnamed record,,,Unnamed record
27 51 13.13,Overhead Paging Systems,5,,Unnamed record,,,Unnamed record
27 51 16,Public Address Systems,4,,Unnamed record,,,Unnamed record
27 51 19,Sound Masking Systems,4,,Unnamed record,,,Unnamed record
27 51 23,Intercommunications and Program Systems,4,,Unnamed record,,,Unnamed record
27 51 23.20,Commercial Intercommunications and Program Systems,5,,Unnamed record,,,Unnamed record
27 51 23.30,Residential Intercommunications and Program Systems,5,,Unnamed record,,,Unnamed record
27 51 23.50,Educational Intercommunications and Program Systems,5,,Unnamed record,,,Unnamed record
27 51 23.63,Detention Intercommunications and Program Systems,5,,Unnamed record,,,Unnamed record
27 51 23.70,Healthcare Intercommunications and Program Systems,5,,Unnamed record,,,Unnamed record
27 51 26,Assistive Listening Systems,4,,Unnamed record,,,Unnamed record
27 52 00,Healthcare Communications and Monitoring Systems,3,,Unnamed record,,,Unnamed record
27 52 13,Patient Monitoring and Telemetry Systems,4,,Unnamed record,,,Unnamed record
27 52 16,Telemedicine Systems,4,,Unnamed record,,,Unnamed record
27 52 19,Healthcare Imaging Systems,4,,Unnamed record,,,Unnamed record
27 52 23,Nurse Call/Code Blue Systems,4,,Unnamed record,,,Unnamed record
27 53 00,Distributed Systems,3,,Unnamed record,,,Unnamed record
27 53 13,Clock Systems,4,,Unnamed record,,,Unnamed record
27 53 13.13,Wireless Clock Systems,5,,Unnamed record,,,Unnamed record
27 53 16,Infrared and Radio Frequency Tracking Systems,4,,Unnamed record,,,Unnamed record
27 53 19,"Internal Cellular, Paging, and Antenna Systems",4,,Unnamed record,,,Unnamed record
27 60 00,Wireless Transceivers,3,,Unnamed record,,,Unnamed record
28 00 00,Electronic Safety and Security,2,,Unnamed record,,,Unnamed record
28 01 00,Operation and Maintenance of Electronic Safety and Security,3,,Unnamed record,,,Unnamed record
28 01 10,Operation and Maintenance of Electronic Access Control and Intrusion Detection,4,,Unnamed record,,,Unnamed record
28 01 10.51,Maintenance and Administration of Electronic Access Control and Intrusion Detection,5,,Unnamed record,,,Unnamed record
28 01 10.71,Revisions and Upgrades of Electronic Access Control and Intrusion Detection,5,,Unnamed record,,,Unnamed record
28 01 20,Operation and Maintenance of Electronic Surveillance,4,,Unnamed record,,,Unnamed record
28 01 30,Operation and Maintenance of Electronic Detection and Alarm,4,,Unnamed record,,,Unnamed record
28 01 30.51,Maintenance and Administration of Electronic Detection and Alarm,5,,Unnamed record,,,Unnamed record
28 01 30.71,Revisions and Upgrades of Electronic Detection and Alarm,5,,Unnamed record,,,Unnamed record
28 01 40,Operation and Maintenance of Electronic Monitoring and Control,4,,Unnamed record,,,Unnamed record
28 01 40.51,Maintenance and Administration of Electronic Monitoring and Control,5,,Unnamed record,,,Unnamed record
28 01 40.71,Revisions and Upgrades of Electronic Monitoring and Control,5,,Unnamed record,,,Unnamed record
28 05 00,Common Work Results for Electronic Safety and Security,3,,Unnamed record,,,Unnamed record
28 05 13,Conductors and Cables for Electronic Safety and Security,4,,Unnamed record,,,Unnamed record
28 05 13.13,CCTV Communications Conductors and Cables,5,,Unnamed record,,,Unnamed record
28 05 13.16,Access Control Communications Conductors and Cables,5,,Unnamed record,,,Unnamed record
28 05 13.19,Intrusion Detection Communications Conductors and Cables,5,,Unnamed record,,,Unnamed record
28 05 13.23,Fire Alarm Communications Conductors and Cables,5,,Unnamed record,,,Unnamed record
28 05 26,Grounding and Bonding for Electronic Safety and Security,4,,Unnamed record,,,Unnamed record
28 05 28,Pathways for Electronic Safety and Security,4,,Unnamed record,,,Unnamed record
28 05 28.29,Hangers and Supports for Electronic Safety and Security,5,,Unnamed record,,,Unnamed record
28 05 28.33,Conduits and Backboxes for Electronic Safety and Security,5,,Unnamed record,,,Unnamed record
28 05 28.36,Cable Trays for Electronic Safety and Security,5,,Unnamed record,,,Unnamed record
28 05 28.39,Surface Raceways for Electronic Safety and Security,5,,Unnamed record,,,Unnamed record
28 05 48,Vibration and Seismic Controls for Electronic Safety and Security,4,,Unnamed record,,,Unnamed record
28 05 53,Identification for Electronic Safety and Security,4,,Unnamed record,,,Unnamed record
28 08 00,Commissioning of Electronic Safety and Security,3,,Unnamed record,,,Unnamed record
28 10 00,Electronic Access Control and Intrusion Detection,3,,Unnamed record,,,Unnamed record
28 13 00,Access Control,3,,Unnamed record,,,Unnamed record
28 13 13,Access Control Global Applications,4,,Unnamed record,,,Unnamed record
28 13 16,Access Control Systems and Database Management,4,,Unnamed record,,,Unnamed record
28 13 19,Access Control Systems Infrastructure,4,,Unnamed record,,,Unnamed record
28 13 26,Access Control Remote Devices,4,,Unnamed record,,,Unnamed record
28 13 33,Access Control Interfaces,4,,Unnamed record,,,Unnamed record
28 13 33.16,Access Control Interfaces to Access Control Hardware,5,,Unnamed record,,,Unnamed record
28 13 33.26,Access Control Interfaces to Intrusion Detection,5,,Unnamed record,,,Unnamed record
28 13 33.33,Access Control Interfaces to Video Surveillance,5,,Unnamed record,,,Unnamed record
28 13 33.36,Access Control Interfaces to Fire Alarm,5,,Unnamed record,,,Unnamed record
28 13 43,Access Control Identification Management Systems,4,,Unnamed record,,,Unnamed record
28 13 53,Security Access Detection,4,,Unnamed record,,,Unnamed record
28 13 53.13,Security Access Metal Detectors,5,,Unnamed record,,,Unnamed record
28 13 53.16,Security Access X-Ray Equipment,5,,Unnamed record,,,Unnamed record
28 13 53.23,Security Access Explosive Detection Equipment,5,,Unnamed record,,,Unnamed record
28 13 53.29,Security Access Sniffing Equipment,5,,Unnamed record,,,Unnamed record
28 13 63,Access Control Vehicle Identification System,4,,Unnamed record,,,Unnamed record
28 16 00,Intrusion Detection,3,,Unnamed record,,,Unnamed record
28 16 13,"Intrusion Detection Control, GUI, and Logic Systems",4,,Unnamed record,,,Unnamed record
28 16 16,Intrusion Detection Systems Infrastructure,4,,Unnamed record,,,Unnamed record
28 16 19,Intrusion Detection Remote Devices and Sensors,4,,Unnamed record,,,Unnamed record
28 16 33,Intrusion Detection Interfaces,4,,Unnamed record,,,Unnamed record
28 16 33.13,Intrusion Detection Interfaces to Remote Monitoring,5,,Unnamed record,,,Unnamed record
28 16 33.16,Intrusion Detection Interfaces to Access Control Hardware,5,,Unnamed record,,,Unnamed record
28 16 33.23,Intrusion Detection Interfaces to Access Control System,5,,Unnamed record,,,Unnamed record
28 16 33.33,Intrusion Detection Interfaces to Video Surveillance,5,,Unnamed record,,,Unnamed record
28 16 33.36,Intrusion Detection Interfaces to Fire Alarm,5,,Unnamed record,,,Unnamed record
28 16 43,Perimeter Security Systems,4,,Unnamed record,,,Unnamed record
28 20 00,Electronic Surveillance,3,,Unnamed record,,,Unnamed record
28 23 00,Video Surveillance,3,,Unnamed record,,,Unnamed record
28 23 13,Video Surveillance Control and Management Systems,4,,Unnamed record,,,Unnamed record
28 23 16,Video Surveillance Monitoring and Supervisory Interfaces,4,,Unnamed record,,,Unnamed record
28 23 19,Digital Video Recorders and Analog Recording Devices,4,,Unnamed record,,,Unnamed record
28 23 23,Video Surveillance Systems Infrastructure,4,,Unnamed record,,,Unnamed record
28 23 26,Video Surveillance Remote Positioning Equipment,4,,Unnamed record,,,Unnamed record
28 23 29,Video Surveillance Remote Devices and Sensors,4,,Unnamed record,,,Unnamed record
28 26 00,Electronic Personal Protection Systems,3,,Unnamed record,,,Unnamed record
28 26 13,Electronic Personal Safety Detection Systems,4,,Unnamed record,,,Unnamed record
28 26 16,Electronic Personal Safety Alarm Annunciation and Control Systems,4,,Unnamed record,,,Unnamed record
28 26 19,Electronic Personal Safety Interfaces to Remote Monitoring,4,,Unnamed record,,,Unnamed record
28 26 23,Electronic Personal Safety Emergency Aid Devices,4,,Unnamed record,,,Unnamed record
28 30 00,Electronic Detection and Alarm,3,,Unnamed record,,,Unnamed record
28 31 00,Fire Detection and Alarm,3,,Unnamed record,,,Unnamed record
28 31 11,"Digital, Addressable Fire-Alarm Systems",4,,Unnamed record,,,Unnamed record
28 31 12,Zoned (DC Loop) Fire-Alarm Systems,4,,Unnamed record,,,Unnamed record
28 31 13,"Fire Detection and Alarm Control, GUI, and Logic Systems",4,,Unnamed record,,,Unnamed record
28 31 23,Fire Detection and Alarm Annunciation Panels and Fire Stations,4,,Unnamed record,,,Unnamed record
28 31 33,Fire Detection and Alarm Interfaces,4,,Unnamed record,,,Unnamed record
28 31 33.13,Fire Detection and Alarm Interfaces to Remote Monitoring,5,,Unnamed record,,,Unnamed record
28 31 33.16,Fire Detection and Alarm Interfaces to Access Control Hardware,5,,Unnamed record,,,Unnamed record
28 31 33.23,Fire Detection and Alarm Interfaces to Access Control System,5,,Unnamed record,,,Unnamed record
28 31 33.26,Fire Detection and Alarm Interfaces to Intrusion Detection,5,,Unnamed record,,,Unnamed record
28 31 33.33,Fire Detection and Alarm Interfaces to Video Surveillance,5,,Unnamed record,,,Unnamed record
28 31 33.43,Fire Detection and Alarm Interfaces to Elevator Control,5,,Unnamed record,,,Unnamed record
28 31 43,Fire Detection Sensors,4,,Unnamed record,,,Unnamed record
28 31 46,Smoke Detection Sensors,4,,Unnamed record,,,Unnamed record
28 31 49,Carbon-Monoxide Detection Sensors,4,,Unnamed record,,,Unnamed record
28 31 53,Fire Alarm Initiating Devices,4,,Unnamed record,,,Unnamed record
28 31 53.13,Fire Alarm Pull Stations,5,,Unnamed record,,,Unnamed record
28 31 53.23,Fire Alarm Level Detectors Switches,5,,Unnamed record,,,Unnamed record
28 31 53.33,Fire Alarm Flow Switches,5,,Unnamed record,,,Unnamed record
28 31 53.43,Fire Alarm Pressure Sensors,5,,Unnamed record,,,Unnamed record
28 31 63,Fire Alarm Integrated Audio Visual Evacuation Systems,4,,Unnamed record,,,Unnamed record
28 31 63.13,Fire Alarm Horns and Strobes,5,,Unnamed record,,,Unnamed record
28 32 00,Radiation Detection and Alarm,3,,Unnamed record,,,Unnamed record
28 32 13,"Radiation Detection and Alarm Control, GUI, and Logic Systems",4,,Unnamed record,,,Unnamed record
28 32 23,Radiation Detection and Alarm Integrated Audio Evacuation Systems,4,,Unnamed record,,,Unnamed record
28 32 33,Radiation Detection Sensors,4,,Unnamed record,,,Unnamed record
28 32 43,Radiation Dosimeters,4,,Unnamed record,,,Unnamed record
28 33 00,Gas Detection and Alarm,3,,Unnamed record,,,Unnamed record
28 33 13,"Gas Detection and Alarm Control, GUI, and Logic Systems",4,,Unnamed record,,,Unnamed record
28 33 23,Gas Detection and Alarm Integrated Audio Evacuation Systems,4,,Unnamed record,,,Unnamed record
28 33 33,Gas Detection Sensors,4,,Unnamed record,,,Unnamed record
28 34 00,Fuel-Oil Detection and Alarm,3,,Unnamed record,,,Unnamed record
28 34 13,"Fuel-Oil Detection and Alarm Control, GUI, and Logic Systems",4,,Unnamed record,,,Unnamed record
28 34 23,Fuel-Oil Detection and Alarm Integrated Audio Evacuation Systems,4,,Unnamed record,,,Unnamed record
28 34 33,Fuel-Oil Detection Sensors,4,,Unnamed record,,,Unnamed record
28 35 00,Refrigerant Detection and Alarm,3,,Unnamed record,,,Unnamed record
28 35 13,"Refrigerant Detection and Alarm Control, GUI, and Logic Systems",4,,Unnamed record,,,Unnamed record
28 35 23,Refrigerant Detection and Alarm Integrated Audio Evacuation Systems,4,,Unnamed record,,,Unnamed record
28 35 33,Refrigerant Detection Sensors,4,,Unnamed record,,,Unnamed record
28 36 00,Water Detection and Alarm,3,,Unnamed record,,,Unnamed record
28 36 13,"Water Detection and Alarm Control, GUI, and Logic Systems",4,,Unnamed record,,,Unnamed record
28 36 33,Water Detection Sensors,4,,Unnamed record,,,Unnamed record
28 39 00,Mass Notification Systems,3,,Unnamed record,,,Unnamed record
28 40 00,Electronic Monitoring and Control,3,,Unnamed record,,,Unnamed record
28 46 00,Electronic Detention Monitoring and Control Systems,3,,Unnamed record,,,Unnamed record
28 46 13,Hard-Wired Detention Monitoring and Control Systems,4,,Unnamed record,,,Unnamed record
28 46 16,Relay-Logic Detention Monitoring and Control Systems,4,,Unnamed record,,,Unnamed record
28 46 19,PLC Electronic Detention Monitoring and Control Systems,4,,Unnamed record,,,Unnamed record
28 46 23,Computer-Based Detention Monitoring and Control Systems,4,,Unnamed record,,,Unnamed record
28 46 26,Discreet-Logic Detention Monitoring and Control Systems,4,,Unnamed record,,,Unnamed record
28 46 29,Discreet-Distributed Intelligence Detention Monitoring and Control Systems,4,,Unnamed record,,,Unnamed record
31 00 00,Earthwork,2,,Unnamed record,,,Unnamed record
31 01 00,Maintenance of Earthwork,3,,Unnamed record,,,Unnamed record
31 01 10,Maintenance of Clearing,4,,Unnamed record,,,Unnamed record
31 01 20,Maintenance of Earth Moving,4,,Unnamed record,,,Unnamed record
31 01 40,Maintenance of Shoring and Underpinning,4,,Unnamed record,,,Unnamed record
31 01 50,Maintenance of Excavation Support and Protection,4,,Unnamed record,,,Unnamed record
31 01 60,Maintenance of Special Foundations and Load Bearing Elements,4,,Unnamed record,,,Unnamed record
31 01 62,Maintenance of Driven Piles,4,,Unnamed record,,,Unnamed record
31 01 62.61,Driven Pile Repairs,5,,Unnamed record,,,Unnamed record
31 01 63,Maintenance of Bored and Augered Piles,4,,Unnamed record,,,Unnamed record
31 01 63.61,Bored and Augered Pile Repairs,5,,Unnamed record,,,Unnamed record
31 01 70,Maintenance of Tunneling and Mining,4,,Unnamed record,,,Unnamed record
31 01 70.61,Tunnel Leak Repairs,5,,Unnamed record,,,Unnamed record
31 05 00,Common Work Results for Earthwork,3,,Unnamed record,,,Unnamed record
31 05 13,Soils for Earthwork,4,,Unnamed record,,,Unnamed record
31 05 16,Aggregates for Earthwork,4,,Unnamed record,,,Unnamed record
31 05 19,Geosynthetics for Earthwork,4,,Unnamed record,,,Unnamed record
31 05 19.13,Geotextiles for Earthwork,5,,Unnamed record,,,Unnamed record
31 05 19.16,Geomembranes for Earthwork,5,,Unnamed record,,,Unnamed record
31 05 19.19,Geogrids for Earthwork,5,,Unnamed record,,,Unnamed record
31 05 23,Cement and Concrete for Earthwork,4,,Unnamed record,,,Unnamed record
31 08 00,Commissioning of Earthwork,3,,Unnamed record,,,Unnamed record
31 08 13,Pile Load Testing,4,,Unnamed record,,,Unnamed record
31 08 13.13,Dynamic Pile Load Testing,5,,Unnamed record,,,Unnamed record
